"Guid","AccountNumber","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","CPQ_Only_Demo__c","Calculate_Tax__c","Contracting_Automation__c","CurrencyIsoCode","Description","Fax","Industry","IsCustomerPortal","IsPartner","Jigsaw","Name","NumberOfEmployees","Ownership","ParentId","Phone","Rating","SBQQ__AssetQuantitiesCombined__c","SBQQ__CoTermedContractsCombined__c","SBQQ__CoTerminationEvent__c","SBQQ__ContractCoTermination__c","SBQQ__IgnoreParentContractedPrices__c","SBQQ__PreserveBundle__c","SBQQ__PriceHoldEnd__c","SBQQ__RenewalModel__c","SBQQ__RenewalPricingMethod__c","SBQQ__TaxExempt__c","Segment__c","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","Sic","SicDesc","Site","TickerSymbol","Type","Website"
1c3c8a61-e847-49a2-9f3f-737496c83f61,A54678,Public Relations,"#N/A",Dallas,United States,"#N/A","#N/A","#N/A",75230,TX,12602 Preston Road,false,false,Opportunity Close,USD,"#N/A","#N/A",Chemicals,false,false,"#N/A",ABC Corp,150,"#N/A","#N/A","#N/A","#N/A",true,true,Add-on,Always,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
1cbc3d0a-a8bf-4a38-a925-834394136b23,"#N/A","#N/A","#N/A",Apex,United States,"#N/A","#N/A","#N/A",27502,NC,311 Cameron Glen Drive,false,false,Manual,USD,"#N/A",(919) 555-2222,Healthcare,false,false,"#N/A",UNC Women's Health Center,555,"#N/A","#N/A",(919) 555-1111,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Raleigh,United States,"#N/A","#N/A","#N/A",27614,NC,10600 Hanarry Court,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
1cc10a82-ddac-4064-ade4-4e1a33499059,123456,"#N/A","#N/A",Paris,France,"#N/A","#N/A","#N/A",75004,"#N/A",30 Rue Saint-Antoine,false,false,Opportunity Close,USD,"#N/A","#N/A",Chemicals,false,false,"#N/A",ACME FRANCE,20000,"#N/A",a4bb1c33-637b-415e-a688-151bad34b8f5,0142565342,"#N/A",true,true,Add-on,Always,false,true,"#N/A",Contract Based,Same,No,"#N/A",Paris,France,"#N/A","#N/A","#N/A",75004,"#N/A",30 Rue Saint-Antoine,"#N/A","#N/A","#N/A","#N/A",Prospect,www.acme.com
1ce732b5-82f4-4b0e-8ec7-ebeda24bcdb7,"#N/A","#N/A","#N/A",Oklahoma City,USA,"#N/A","#N/A","#N/A",74966,Oklahoma,819 Easy Bank,false,false,Manual,USD,"#N/A","#N/A",Finance,false,false,"#N/A",Thrift Bank,"#N/A","#N/A","#N/A",(918) 809-6901,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Oklahoma City,USA,"#N/A","#N/A","#N/A",74966,Oklahoma,819 Easy Bank,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
1d2390a2-f9ce-4ae7-89b2-0c43c2ee610e,318480,"#N/A","#N/A",Redwood City,United States,"#N/A","#N/A","#N/A",94065,CA,318 Sea Cliff Lane,false,true,Manual,USD,"#N/A","#N/A",Professional Services,false,false,"#N/A",Circuit City,480,"#N/A","#N/A",408-650-0415,"#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A",Redwood City,United States,"#N/A","#N/A","#N/A",94065,CA,318 Sea Cliff Lane,"#N/A","#N/A","#N/A","#N/A","#N/A",thenewcircuitcity.com
1d3cb59c-d93b-4437-b22e-2e0489668956,987654321,"#N/A",1.5E7,Santa Monica,United States,"#N/A","#N/A","#N/A",90401,CA,100 Wilshire Boulevard,false,false,Manual,USD,"#N/A","#N/A",Professional Services,false,false,"#N/A",Major Tech,250,"#N/A","#N/A",555-555-5555,"#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A",Santa Monica,United States,"#N/A","#N/A","#N/A",90401,CA,100 Wilshire Boulevard,"#N/A","#N/A","#N/A","#N/A",Customer,www.cooltech.com
1d5acfb9-8f3f-474a-92a1-f7340e66fb78,123123123123,"#N/A","#N/A",Chicago,United States,"#N/A","#N/A","#N/A",60654,IL,111 West Illinois Street,false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Wayne Enterprises,350,"#N/A","#N/A",31221365658,"#N/A",true,true,Add-on,Always,false,true,"#N/A",Contract Based,Same,No,"#N/A",Chicago,United States,"#N/A","#N/A","#N/A",60654,IL,111 West Illinois Street,"#N/A","#N/A","#N/A","#N/A",Customer,www.wayneenterprises.com
1dc67f23-388b-4087-9883-4ed08734c777,CC213425,"#N/A",9.5E8,Paris,France,"#N/A","#N/A","#N/A",75251,"#N/A",2 Place Jussieu,false,false,Manual,USD,"#N/A",(014) 427-4428,Construction,false,false,"#N/A",Pyramid Construction Inc.,2680,Public,"#N/A",(014) 427-4427,"#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A",Paris,France,"#N/A","#N/A","#N/A",75251,"#N/A",2 Place Jussieu,4253,"#N/A","#N/A",PYR,Customer - Channel,www.pyramid.com
1df4ece3-ed94-43f0-9a81-c45120d05fd7,XL5NYT81,"#N/A",1.0E9,Palo Alto,United States,"#N/A","#N/A","#N/A",94301,California,502 Emerson Street,false,false,Manual,USD,System integrator for the digital disrupters.,"#N/A",Technology,false,false,"#N/A",Presidio Technology,1000,"#N/A","#N/A",415-555-1234,"#N/A",false,true,Add-on,Prompt,false,true,"#N/A",Contract Based,Uplift,No,"#N/A",San Francisco,United States,"#N/A","#N/A","#N/A",94105,CA,350 Mission Street,"#N/A","#N/A","#N/A","#N/A",Customer,presidio.tech
1e496b80-782e-4ee4-8b05-65af4be0db77,"#N/A","#N/A","#N/A",Washington,USA,"#N/A","#N/A","#N/A",20072,D.C.,763 Cotton Street,false,false,Manual,USD,"#N/A","#N/A",Transportation,false,false,"#N/A",General Products,"#N/A","#N/A","#N/A",(202) 374-3933,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Washington,USA,"#N/A","#N/A","#N/A",20072,D.C.,763 Cotton Street,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
1e6a3a53-5118-45fa-ae1a-a2eb7522c4f5,8989786668,"#N/A",500000.0,Boston,USA,"#N/A","#N/A","#N/A",02116,MA,815 Boylston st,false,false,Opportunity Close,USD,"#N/A","#N/A",Professional Services,false,false,"#N/A",Joe Davola,1,"#N/A","#N/A",(888) 888-8888,"#N/A",false,false,Add-on,Always,false,true,"#N/A",Contract Based,Uplift,No,"#N/A",Boston,USA,"#N/A","#N/A","#N/A",02116,MA,815 Boylston st,"#N/A","#N/A","#N/A","#N/A",Prospect,www.mypersonalsite.com
1ea52ce8-f5ea-4e94-be79-8f5b32f42f63,"#N/A","#N/A","#N/A",Anchorage,USA,"#N/A","#N/A","#N/A",99605,Alaska,9624 Burning Orchard,false,false,Manual,USD,"#N/A","#N/A",Banking,false,false,"#N/A",Thatherton Fuels,"#N/A","#N/A","#N/A",(907) 059-4929,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Anchorage,USA,"#N/A","#N/A","#N/A",99605,Alaska,9624 Burning Orchard,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
1ec5445a-8944-468e-9841-5fda2a8a73d4,"#N/A","#N/A","#N/A",Scranton,USA,"#N/A","#N/A","#N/A",18835,Pennsylvania,3163 Round Stead,false,false,Opportunity Close,USD,"#N/A","#N/A",Engineering,false,false,"#N/A",Stay Puft Corporation,"#N/A","#N/A","#N/A",(724) 183-5033,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Scranton,USA,"#N/A","#N/A","#N/A",18835,Pennsylvania,3163 Round Stead,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
1f176244-7970-442f-ae18-544f36c1bd17,123456,"#N/A","#N/A",London,UK,"#N/A","#N/A","#N/A",EC1A 9HP,London,15 Main street,false,false,Opportunity Close,USD,"#N/A","#N/A",Professional Services,false,false,"#N/A",Carioca Ltd,500,"#N/A","#N/A",+44 0154548484,"#N/A",false,false,Add-on,Prompt,false,true,"#N/A",Contract Based,Same,No,"#N/A",London,UK,"#N/A","#N/A","#N/A",EC1A 9HP,London,15 Main Street,"#N/A","#N/A",Active,"#N/A",Customer,carioca.com
20006765-d10f-4f12-a731-df4aef0f743f,"#N/A","#N/A","#N/A",Pittsburgh,USA,"#N/A","#N/A","#N/A",15011,Pennsylvania,937 Silent Rise,false,false,Opportunity Close,USD,"#N/A","#N/A",Manufacturing,false,false,"#N/A",QWERTY Logistics,"#N/A","#N/A","#N/A",(267) 733-8335,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Pittsburgh,USA,"#N/A","#N/A","#N/A",15011,Pennsylvania,937 Silent Rise,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2042f0c7-1523-495e-82d3-133b8caabc63,"#N/A","#N/A","#N/A",San Jose,USA,"#N/A","#N/A","#N/A",93729,California,3377 Bright Barn Bank,false,false,Manual,USD,"#N/A","#N/A",Transportation,false,false,"#N/A",LuthorCorp,"#N/A","#N/A","#N/A",(415) 271-7986,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",San Jose,USA,"#N/A","#N/A","#N/A",93729,California,3377 Bright Barn Bank,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2075c4a5-3b46-424c-b80c-dee681c0895a,3,"#N/A","#N/A",San Francisco,United States,"#N/A","#N/A","#N/A",94123,CA,2843 Steiner Street,false,true,Manual,USD,"#N/A","#N/A",Professional Services,false,false,"#N/A",Initech,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
20c70799-a0c8-4238-b0a2-ad13b39a86da,"#N/A","#N/A",28212.0,Hartford,United States,"#N/A","#N/A","#N/A",6103,Connecticut,Universal Building,false,false,Manual,USD,"#N/A","#N/A",Aerospace & Defense,false,false,"#N/A",Universal Technologies,155000,"#N/A","#N/A",(555) 555-1212,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
2123b4af-4225-475f-87bf-63072d594a8b,"#N/A","#N/A","#N/A",Provo,USA,"#N/A","#N/A","#N/A",84072,Utah,3629 Hidden Autumn Round,false,false,Manual,USD,"#N/A","#N/A",Engineering,false,false,"#N/A",Chasers,"#N/A","#N/A","#N/A",(435) 468-9558,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Provo,USA,"#N/A","#N/A","#N/A",84072,Utah,3629 Hidden Autumn Round,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
21398d5b-2f05-4221-a05e-04677d827d77,123456789,"#N/A",9000000.0,Sydney,Australia,"#N/A","#N/A","#N/A",2000,NSW,500 George Street,false,false,Opportunity Close,USD,"#N/A","#N/A",Technology,true,false,"#N/A",Serve Corp,542,"#N/A","#N/A",02908984933,"#N/A",false,false,"#N/A",Always,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,www.servecorp.com.au
2186ddc2-52e7-41df-83b1-fd428847b5d1,001-654684-88,"#N/A",2.5E8,Rancho Cucamonga,US,"#N/A","#N/A","#N/A",91730,CA,8677 Utica Ave.,false,false,Opportunity Close,USD,"Our mission is to provide all our customers quality builds that will enhance all your gaming experiences. All of our computers are assembled and tested prior to shipping to reduce defective rates. We deal with major brands such as Asus, HP, Seagate, Western Digital, Asrock, Gigabyte, Kingston, Adata, Thermaltake, and many others. We strive to keep all our customers satisfied and that you can trust our quality and experience in providing you the best computer at the lowest price possible. As a manufacturer of gaming computers, all our focus are on gaming from casual to the extreme. What's more amazing is that our builds will be less expensive than DIY builds.","#N/A","#N/A",false,false,"#N/A",SkyTech,350,"#N/A",d7be6557-c1cf-42f6-b678-8df781fe08b2,800-896-9855,"#N/A",true,true,Add-on,Always,false,true,"#N/A",Contract Based,Same,No,"#N/A",Rancho Cucamonga,US,"#N/A","#N/A","#N/A",91730,CA,8677 Utica Ave.,"#N/A","#N/A","#N/A","#N/A","#N/A",www.SkyTech.com
22062bb9-a7dd-4c32-ae0d-b15abc6dde17,"#N/A","#N/A","#N/A",Apex,United States,"#N/A","#N/A","#N/A",27502,NC,311 Cameron Glen Drive,false,false,Manual,USD,"#N/A",(919) 555-2222,"#N/A",false,false,"#N/A","Great Dancing, Inc.","#N/A","#N/A","#N/A",(919) 555-1111,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Raleigh,United States,"#N/A","#N/A","#N/A",27614,NC,10600 Hanarry Court,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
22398408-21e0-48c7-83a9-0de043ef4c08,"#N/A","#N/A","#N/A",Kansas City,USA,"#N/A","#N/A","#N/A",65264,Missouri,5872 Colonial Hickory Way,false,false,Manual,USD,"#N/A","#N/A",Education,false,false,"#N/A",Fake Brothers,"#N/A","#N/A","#N/A",(636) 891-1924,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Kansas City,USA,"#N/A","#N/A","#N/A",65264,Missouri,5872 Colonial Hickory Way,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2261201a-b16d-46ea-9b07-79d91032a35a,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Test TJB,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
22719c55-a9c5-4e0e-a00e-b9ce88ddd805,"#N/A","#N/A","#N/A",Denver,USA,"#N/A","#N/A","#N/A",80241,Colorado,7014 Burning Edge,false,false,Opportunity Close,USD,"#N/A","#N/A",Apparel,false,false,"#N/A",Taggart Transcontinental,"#N/A","#N/A","#N/A",(303) 204-9858,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Denver,USA,"#N/A","#N/A","#N/A",80241,Colorado,7014 Burning Edge,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2303cac2-b08d-484f-8c91-37f265fb255c,"#N/A","#N/A","#N/A",Tampa Bay,USA,"#N/A","#N/A","#N/A",32907,Florida,3139 Rustic Goose Maze,false,false,Opportunity Close,USD,"#N/A","#N/A",Telecommunications,false,false,"#N/A",Carrys Candles,"#N/A","#N/A","#N/A",(850) 546-4229,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Tampa Bay,USA,"#N/A","#N/A","#N/A",32907,Florida,3139 Rustic Goose Maze,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2348d2c7-bac8-4313-a729-050a2a15edc6,"#N/A","#N/A","#N/A",Kansas City,USA,"#N/A","#N/A","#N/A",67234,Kansas,2649 Iron Lane,false,false,Manual,USD,"#N/A","#N/A",Technology,false,false,"#N/A",Spacely Sprockets,"#N/A","#N/A","#N/A",(785) 661-2582,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Kansas City,USA,"#N/A","#N/A","#N/A",67234,Kansas,2649 Iron Lane,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
23936e94-1553-4dea-8e80-d0ee526f285f,"#N/A","#N/A","#N/A",Chicago,USA,"#N/A","#N/A","#N/A",61099,Illinois,2727 High Leaf Inlet,false,false,Opportunity Close,USD,"#N/A","#N/A",Energy,false,true,"#N/A","Demo, inc.","#N/A","#N/A","#N/A",(309) 680-8068,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Chicago,USA,"#N/A","#N/A","#N/A",61099,Illinois,2727 High Leaf Inlet,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2448e239-940b-460a-87e3-2c610dcfcda7,"#N/A","#N/A","#N/A",Atlanta,USA,"#N/A","#N/A","#N/A",39991,Georgia,253 Umber River Towers,false,false,Opportunity Close,USD,"#N/A","#N/A",Media,false,false,"#N/A",Sample Company,"#N/A","#N/A","#N/A",(470) 073-8000,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Atlanta,USA,"#N/A","#N/A","#N/A",39991,Georgia,253 Umber River Towers,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
24871648-d2c9-435c-af86-3cceb504eaeb,"#N/A","#N/A","#N/A",St. Louis,USA,"#N/A","#N/A","#N/A",64899,Missouri,956 Noble Mountain Jetty,false,false,Opportunity Close,USD,"#N/A","#N/A",Machinery,false,false,"#N/A",Corellian Engineering Corporation,"#N/A","#N/A","#N/A",(660) 724-1962,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",St. Louis,USA,"#N/A","#N/A","#N/A",64899,Missouri,956 Noble Mountain Jetty,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
24f9d355-f06b-4fb1-92c1-8e4cd695a7f7,1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Demo Account 2345,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
252b4a45-36b1-4420-8253-af18ec6ffe07,"#N/A","#N/A","#N/A",London,United Kingdom,"#N/A","#N/A","#N/A",EC2N 4AY,"#N/A",Bishopsgate,false,false,Manual,USD,"#N/A","#N/A",Technology,false,false,"#N/A",Darkside Enterprises Ltd,350,"#N/A","#N/A",00353972178986,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",London,United Kingdom,"#N/A","#N/A","#N/A",EC2N 4AY,"#N/A",Bishopsgate,"#N/A","#N/A","#N/A","#N/A",Prospect,www.darkside.com
2593507d-4232-449e-9d39-0c57c930120c,"#N/A","#N/A","#N/A",Charlotte,USA,"#N/A","#N/A","#N/A",28630,North Carolina,6366 Pleasant Passage,false,false,Opportunity Close,USD,"#N/A","#N/A",Banking,false,false,"#N/A",LexCorp,"#N/A","#N/A","#N/A",(910) 444-8296,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Charlotte,USA,"#N/A","#N/A","#N/A",28630,North Carolina,6366 Pleasant Passage,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2626e2d2-ca46-485d-b156-e73c8f558c08,"#N/A","#N/A","#N/A",Philadelphia,USA,"#N/A","#N/A","#N/A",16624,Pennsylvania,1783 Indian Gate,false,false,Opportunity Close,USD,"#N/A","#N/A",Agriculture,false,false,"#N/A",Monks Diner,"#N/A","#N/A","#N/A",(570) 844-8560,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Philadelphia,USA,"#N/A","#N/A","#N/A",16624,Pennsylvania,1783 Indian Gate,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
262c0c45-6f30-4841-b517-02ea3954405a,"#N/A","#N/A","#N/A",Miami,USA,"#N/A","#N/A","#N/A",34127,Florida,7650 Misty Cape,false,false,Opportunity Close,USD,"#N/A","#N/A",Technology,false,false,"#N/A",Foo Bars,"#N/A","#N/A","#N/A",(305) 105-6805,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Miami,USA,"#N/A","#N/A","#N/A",34127,Florida,7650 Misty Cape,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
263bd2e3-9ad2-4dc5-a3fc-7f0b98ce466d,"#N/A","#N/A","#N/A",Indianapolis,USA,"#N/A","#N/A","#N/A",46777,Indiana,9593 Wishing View Hollow,false,false,Manual,USD,"#N/A","#N/A",Consulting,false,false,"#N/A",The Krusty Krab,"#N/A","#N/A","#N/A",(574) 046-2172,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Indianapolis,USA,"#N/A","#N/A","#N/A",46777,Indiana,9593 Wishing View Hollow,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
26415cd8-44ee-427a-b9a6-516ee130c0b7,"#N/A","#N/A","#N/A",Honolulu,USA,"#N/A","#N/A","#N/A",96722,Hawaii,4162 Grand Moor,false,false,Manual,USD,"#N/A","#N/A",Apparel,false,false,"#N/A",Cogswell Cogs,"#N/A","#N/A","#N/A",(808) 811-4189,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Honolulu,USA,"#N/A","#N/A","#N/A",96722,Hawaii,4162 Grand Moor,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
26479e5b-c993-4f7a-906a-f314ce70c168,CC947211,"#N/A",9.5E8,Portland,"#N/A","#N/A","#N/A","#N/A","#N/A",OR,"620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States",false,false,Manual,USD,Commerical logistics and transportation company.,(503) 421-7801,Transportation,false,false,"#N/A",Express Logistics and Transport,12300,Public,"#N/A",(503) 421-7800,Cold,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States",8742,"#N/A","#N/A",EXLT,Customer - Channel,www.expressl&t.net
27000ab8-d6f6-45db-b954-2fb41131ba9a,345345,"#N/A","#N/A",Apex,United States,"#N/A","#N/A","#N/A",27502,NC,311 Cameron Glen Drive,false,false,Opportunity Close,USD,"#N/A",(919) 555-2222,"#N/A",false,false,"#N/A",Parents Store,"#N/A","#N/A","#N/A",(919) 555-1111,"#N/A",true,true,Add-on,Prompt,false,true,"#N/A",Contract Based,Uplift,No,"#N/A",Raleigh,United States,"#N/A","#N/A","#N/A",27614,NC,10600 Hanarry Court,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
2749ca76-6915-408c-95d5-16628a9aff41,6778,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",true,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",ANYD Corp,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
275b55a0-d2b5-4a6a-8a68-6c98fce1fb0d,"#N/A","#N/A","#N/A",Wilmington,USA,"#N/A","#N/A","#N/A",19951,Delaware,100 Quiet Prairie Rise,false,false,Opportunity Close,USD,"#N/A","#N/A",Media,false,false,"#N/A",Gizmonic Institute,"#N/A","#N/A","#N/A",(302) 952-4300,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Wilmington,USA,"#N/A","#N/A","#N/A",19951,Delaware,100 Quiet Prairie Rise,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
28145715-842c-4efe-add5-e14a8673a20a,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Uptake Demo Account,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
284d78fe-3883-4dbf-928b-8de1526e8829,"#N/A","#N/A","#N/A",Indianapolis,USA,"#N/A","#N/A","#N/A",47877,Indiana,4885 Dewy Pine Chase,false,false,Opportunity Close,USD,"#N/A","#N/A",Food & Beverage,false,false,"#N/A",Spade and Archer,"#N/A","#N/A","#N/A",(574) 049-1591,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Indianapolis,USA,"#N/A","#N/A","#N/A",47877,Indiana,4885 Dewy Pine Chase,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
289e8a53-563b-43ed-b224-277669468ad5,"#N/A","#N/A","#N/A",Raleigh,United States,"#N/A","#N/A","#N/A",27614,NC,10600 Hanarry Court,false,false,Manual,USD,"#N/A",(919) 555-2222,"#N/A",false,false,"#N/A",Penny's Pinnies,"#N/A","#N/A","#N/A",(919) 555-1111,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Raleigh,United States,"#N/A","#N/A","#N/A",27614,NC,10600 Hanarry Court,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
28e8eded-17e3-4bfe-b025-ce7d040f08ad,"#N/A","#N/A",2.15639E11,Cupertino,United States,"#N/A","#N/A","#N/A",95014,CA,1 Infinite Loop,false,false,Manual,USD,"Ask Siri to name the most successful company in the world and it might respond: Apple. In terms of profit, revenue, market capitalization, and consumer cachet, it certainly ranks right up there. The iPhone, in its ninth year and seventh generation, has been the company's golden goose, although the aging product may be losing a little of its luster. In addition to the iPhone, other familiar Apple products and services include MacBook computers and iPad tablets, as well as iTunes, the App store, and Apple Music. Primarily a consumer-oriented company, Apple has inked alliances with IBM and Cisco Systems to deepen its penetration of the enterprise market. About 60% of revenue comes from outside the Americas.",+1.408.888.8889,Technology,false,false,"#N/A",Apple Inc,116000,"#N/A","#N/A",+1.408.888.8888,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Cupertino,United States,"#N/A","#N/A","#N/A",95014,CA,1 Infinite Loop,"#N/A","#N/A","#N/A","#N/A",Customer,http://www.apple.com
29865f95-012c-477a-a458-675bd2b8e51e,10001,"#N/A",500000.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,Manual,USD,"#N/A","#N/A",Banking,false,false,"#N/A",Testerosa,1000,"#N/A","#N/A",555-900-1000,"#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
